subscription_id,customer_id,plan_type,billing_cycle,mrr,seats_purchased,start_date,end_date,status,churn_reason
SUB-21758,CUST-11758,Enterprise Plus,Annual,5936.86,295,2024-09-21,,Active,
SUB-21759,CUST-11759,Starter,Annual,309.17,24,2024-09-21,,Active,
SUB-21760,CUST-11760,Growth,Annual,2455.01,75,2024-09-21,,Active,
SUB-21761,CUST-11761,Growth,Monthly,143.2,12,2024-09-22,2024-12-24,Churned,Support / SLA Frustration
SUB-21762,CUST-11762,Enterprise Plus,Monthly,12629.7,120,2024-09-22,,Active,
SUB-21763,CUST-11763,Growth,Annual,3070.76,29,2024-09-22,,Active,
SUB-21764,CUST-11764,Growth,Annual,2241.68,55,2024-09-22,,Active,
SUB-21765,CUST-11765,Growth,Monthly,1970.88,66,2024-09-22,,Active,
SUB-21766,CUST-11766,Starter,Monthly,506.69,14,2024-09-22,,Active,
SUB-21767,CUST-11767,Scale,Monthly,3230.36,58,2024-09-22,2024-11-09,Churned,Low Adoption & License Waste
SUB-21768,CUST-11768,Growth,Monthly,1541.61,53,2024-09-22,,Active,
SUB-21769,CUST-11769,Scale,Annual,2167.22,69,2024-09-22,,Active,
SUB-21770,CUST-11770,Scale,Monthly,1714.15,63,2024-09-22,,Active,
SUB-21771,CUST-11771,Starter,Annual,608.16,7,2024-09-23,,Active,
SUB-21772,CUST-11772,Starter,Monthly,639.03,20,2024-09-23,2025-08-31,Churned,Support / SLA Frustration
SUB-21773,CUST-11773,Growth,Monthly,195.97,15,2024-09-23,2025-03-06,Churned,Low Adoption & License Waste
SUB-21774,CUST-11774,Starter,Monthly,645.45,14,2024-09-23,,Active,
SUB-21775,CUST-11775,Growth,Annual,1563.0,91,2024-09-24,2025-06-28,Churned,Internal Restructuring
SUB-21776,CUST-11776,Starter,Monthly,439.19,18,2024-09-24,,Active,
SUB-21777,CUST-11777,Scale,Monthly,3621.03,98,2024-09-24,2025-08-01,Churned,Support / SLA Frustration
SUB-21778,CUST-11778,Scale,Monthly,3604.6,55,2024-09-24,,Active,
SUB-21779,CUST-11779,Growth,Monthly,689.61,21,2024-09-24,,Active,
SUB-21780,CUST-11780,Enterprise Plus,Annual,9008.41,406,2024-09-24,,Active,
SUB-21781,CUST-11781,Starter,Monthly,476.2,17,2024-09-24,,Active,
SUB-21782,CUST-11782,Scale,Monthly,3180.27,68,2024-09-24,,Active,
SUB-21783,CUST-11783,Growth,Monthly,252.22,23,2024-09-24,,Active,
SUB-21784,CUST-11784,Starter,Monthly,414.4,12,2024-09-24,,Active,
SUB-21785,CUST-11785,Starter,Annual,406.47,14,2024-09-25,,Active,
SUB-21786,CUST-11786,Starter,Monthly,723.11,18,2024-09-25,,Active,
SUB-21787,CUST-11787,Growth,Monthly,514.96,6,2024-09-25,2025-09-14,Churned,Support / SLA Frustration
SUB-21788,CUST-11788,Scale,Annual,9842.12,419,2024-09-25,,Active,
SUB-21789,CUST-11789,Starter,Monthly,732.57,7,2024-09-25,2025-09-13,Churned,Support / SLA Frustration
SUB-21790,CUST-11790,Growth,Monthly,1785.92,45,2024-09-25,,Active,
SUB-21791,CUST-11791,Growth,Monthly,607.5,15,2024-09-26,,Active,
SUB-21792,CUST-11792,Starter,Monthly,411.59,15,2024-09-26,,Active,
SUB-21793,CUST-11793,Starter,Monthly,595.36,18,2024-09-26,2025-04-22,Churned,Support / SLA Frustration
SUB-21794,CUST-11794,Enterprise Plus,Annual,5595.65,430,2024-09-26,,Active,
SUB-21795,CUST-11795,Enterprise Plus,Annual,5293.93,412,2024-09-26,,Active,
SUB-21796,CUST-11796,Starter,Monthly,294.85,23,2024-09-26,2025-02-13,Churned,Price / Budget Cuts
SUB-21797,CUST-11797,Enterprise Plus,Monthly,8537.59,254,2024-09-26,,Active,
SUB-21798,CUST-11798,Enterprise Plus,Annual,12309.77,255,2024-09-26,,Active,
SUB-21799,CUST-11799,Enterprise Plus,Annual,10402.4,379,2024-09-26,,Active,
SUB-21800,CUST-11800,Starter,Annual,564.22,15,2024-09-26,,Active,
SUB-21801,CUST-11801,Starter,Monthly,699.53,7,2024-09-26,,Active,
SUB-21802,CUST-11802,Growth,Monthly,1105.24,26,2024-09-26,,Active,
SUB-21803,CUST-11803,Growth,Monthly,1366.09,87,2024-09-27,,Active,
SUB-21804,CUST-11804,Scale,Annual,2395.89,97,2024-09-27,,Active,
SUB-21805,CUST-11805,Starter,Monthly,513.43,7,2024-09-27,,Active,
SUB-21806,CUST-11806,Starter,Annual,324.56,6,2024-09-27,,Active,
SUB-21807,CUST-11807,Scale,Monthly,1077.78,57,2024-09-27,,Active,
SUB-21808,CUST-11808,Growth,Annual,1836.48,54,2024-09-27,,Active,
SUB-21809,CUST-11809,Enterprise Plus,Annual,11199.75,198,2024-09-27,,Active,
SUB-21810,CUST-11810,Starter,Monthly,171.48,24,2024-09-28,,Active,
SUB-21811,CUST-11811,Starter,Monthly,749.63,7,2024-09-28,2025-02-22,Churned,Price / Budget Cuts
SUB-21812,CUST-11812,Growth,Monthly,993.35,76,2024-09-28,,Active,
SUB-21813,CUST-11813,Scale,Annual,6661.03,462,2024-09-28,,Active,
SUB-21814,CUST-11814,Scale,Annual,12432.95,238,2024-09-28,,Active,
SUB-21815,CUST-11815,Starter,Annual,591.39,17,2024-09-29,,Active,
SUB-21816,CUST-11816,Growth,Annual,2621.01,83,2024-09-29,,Active,
SUB-21817,CUST-11817,Starter,Annual,255.04,18,2024-09-29,,Active,
SUB-21818,CUST-11818,Growth,Annual,312.88,6,2024-09-29,2025-07-14,Churned,Support / SLA Frustration
SUB-21819,CUST-11819,Growth,Annual,3570.5,31,2024-09-29,,Active,
SUB-21820,CUST-11820,Scale,Annual,3252.66,63,2024-09-29,,Active,
SUB-21821,CUST-11821,Scale,Monthly,5616.91,339,2024-09-29,2025-02-04,Churned,Support / SLA Frustration
SUB-21822,CUST-11822,Growth,Annual,468.95,21,2024-09-29,,Active,
SUB-21823,CUST-11823,Growth,Monthly,295.35,18,2024-09-30,,Active,
SUB-21824,CUST-11824,Growth,Monthly,658.18,6,2024-09-30,,Active,
SUB-21825,CUST-11825,Starter,Monthly,720.95,14,2024-09-30,,Active,
SUB-21826,CUST-11826,Enterprise Plus,Monthly,16689.28,463,2024-09-30,,Active,
SUB-21827,CUST-11827,Growth,Monthly,557.84,5,2024-09-30,,Active,
SUB-21828,CUST-11828,Starter,Annual,134.83,7,2024-09-30,2025-05-10,Churned,Support / SLA Frustration
SUB-21829,CUST-11829,Scale,Monthly,1805.01,84,2024-09-30,2024-12-30,Churned,Competitor Alternative
SUB-21830,CUST-11830,Starter,Annual,677.24,11,2024-09-30,2025-01-22,Churned,Support / SLA Frustration
SUB-21831,CUST-11831,Starter,Monthly,435.04,21,2024-10-01,2025-01-21,Churned,Low Adoption & License Waste
SUB-21832,CUST-11832,Starter,Monthly,164.24,15,2024-10-01,,Active,
SUB-21833,CUST-11833,Growth,Monthly,266.23,7,2024-10-01,,Active,
SUB-21834,CUST-11834,Growth,Annual,425.7,20,2024-10-01,,Active,
SUB-21835,CUST-11835,Starter,Annual,426.84,23,2024-10-01,,Active,
SUB-21836,CUST-11836,Enterprise Plus,Annual,9039.56,175,2024-10-01,,Active,
SUB-21837,CUST-11837,Growth,Annual,1712.64,65,2024-10-01,,Active,
SUB-21838,CUST-11838,Growth,Monthly,223.75,20,2024-10-01,,Active,
SUB-21839,CUST-11839,Scale,Annual,1070.73,73,2024-10-01,,Active,
SUB-21840,CUST-11840,Growth,Annual,1028.75,36,2024-10-01,,Active,
SUB-21841,CUST-11841,Scale,Monthly,2430.35,95,2024-10-01,,Active,
SUB-21842,CUST-11842,Scale,Monthly,1719.69,69,2024-10-01,2025-09-23,Churned,Support / SLA Frustration
SUB-21843,CUST-11843,Starter,Monthly,140.94,9,2024-10-01,,Active,
SUB-21844,CUST-11844,Starter,Monthly,651.11,12,2024-10-01,2025-06-07,Churned,Price / Budget Cuts
SUB-21845,CUST-11845,Scale,Monthly,2377.64,42,2024-10-01,2025-05-31,Churned,Competitor Alternative
SUB-21846,CUST-11846,Enterprise Plus,Annual,13800.33,348,2024-10-01,,Active,
SUB-21847,CUST-11847,Growth,Annual,2149.02,90,2024-10-02,2025-08-05,Churned,Competitor Alternative
SUB-21848,CUST-11848,Growth,Monthly,313.91,12,2024-10-02,,Active,
SUB-21849,CUST-11849,Starter,Monthly,327.52,13,2024-10-02,,Active,
SUB-21850,CUST-11850,Scale,Annual,2541.91,38,2024-10-03,2025-08-08,Churned,Support / SLA Frustration
SUB-21851,CUST-11851,Starter,Monthly,471.99,10,2024-10-03,,Active,
SUB-21852,CUST-11852,Starter,Monthly,480.73,5,2024-10-03,,Active,
SUB-21853,CUST-11853,Starter,Monthly,613.56,5,2024-10-03,,Active,
SUB-21854,CUST-11854,Growth,Monthly,353.43,24,2024-10-03,,Active,
SUB-21855,CUST-11855,Growth,Annual,1830.85,64,2024-10-03,,Active,
SUB-21856,CUST-11856,Starter,Annual,536.52,17,2024-10-03,,Active,
SUB-21857,CUST-11857,Scale,Annual,1762.05,73,2024-10-03,,Active,
SUB-21858,CUST-11858,Starter,Monthly,157.19,11,2024-10-03,,Active,
SUB-21859,CUST-11859,Growth,Monthly,526.2,22,2024-10-04,2025-08-31,Churned,Support / SLA Frustration
SUB-21860,CUST-11860,Growth,Monthly,737.22,18,2024-10-04,2025-08-13,Churned,Competitor Alternative
SUB-21861,CUST-11861,Starter,Monthly,688.52,10,2024-10-04,2025-03-13,Churned,Support / SLA Frustration
SUB-21862,CUST-11862,Growth,Annual,1217.6,48,2024-10-04,,Active,
SUB-21863,CUST-11863,Growth,Monthly,226.46,20,2024-10-04,,Active,
SUB-21864,CUST-11864,Starter,Monthly,348.13,22,2024-10-04,,Active,
SUB-21865,CUST-11865,Starter,Annual,310.72,19,2024-10-05,,Active,
SUB-21866,CUST-11866,Enterprise Plus,Annual,6009.09,364,2024-10-05,,Active,
SUB-21867,CUST-11867,Scale,Annual,3344.12,98,2024-10-05,,Active,
SUB-21868,CUST-11868,Scale,Annual,4572.18,385,2024-10-06,,Active,
SUB-21869,CUST-11869,Starter,Annual,593.9,21,2024-10-06,,Active,
SUB-21870,CUST-11870,Starter,Annual,330.47,17,2024-10-06,,Active,
SUB-21871,CUST-11871,Scale,Annual,2584.17,84,2024-10-06,2025-03-23,Churned,Support / SLA Frustration
SUB-21872,CUST-11872,Starter,Monthly,445.22,22,2024-10-06,2025-05-14,Churned,Support / SLA Frustration
SUB-21873,CUST-11873,Starter,Monthly,200.62,21,2024-10-06,,Active,
SUB-21874,CUST-11874,Starter,Monthly,738.25,23,2024-10-06,,Active,
SUB-21875,CUST-11875,Growth,Annual,681.49,11,2024-10-06,,Active,
SUB-21876,CUST-11876,Starter,Monthly,440.79,7,2024-10-06,,Active,
SUB-21877,CUST-11877,Starter,Monthly,357.92,12,2024-10-07,,Active,
SUB-21878,CUST-11878,Growth,Monthly,1041.4,58,2024-10-07,,Active,
SUB-21879,CUST-11879,Starter,Monthly,180.51,13,2024-10-07,,Active,
SUB-21880,CUST-11880,Starter,Monthly,255.76,17,2024-10-07,2025-06-17,Churned,Support / SLA Frustration
SUB-21881,CUST-11881,Starter,Monthly,493.6,17,2024-10-07,,Active,
SUB-21882,CUST-11882,Starter,Monthly,253.99,17,2024-10-08,,Active,
SUB-21883,CUST-11883,Growth,Monthly,676.39,7,2024-10-08,,Active,
SUB-21884,CUST-11884,Scale,Annual,2001.21,59,2024-10-08,,Active,
SUB-21885,CUST-11885,Scale,Monthly,2290.81,64,2024-10-08,,Active,
SUB-21886,CUST-11886,Scale,Annual,9171.23,323,2024-10-08,,Active,
SUB-21887,CUST-11887,Growth,Monthly,2979.38,42,2024-10-08,2024-12-01,Churned,Support / SLA Frustration
SUB-21888,CUST-11888,Growth,Annual,571.18,7,2024-10-09,,Active,
SUB-21889,CUST-11889,Growth,Monthly,395.47,18,2024-10-09,,Active,
SUB-21890,CUST-11890,Scale,Annual,12821.94,438,2024-10-09,2025-06-08,Churned,Support / SLA Frustration
SUB-21891,CUST-11891,Growth,Annual,2404.34,71,2024-10-09,,Active,
SUB-21892,CUST-11892,Starter,Monthly,449.77,5,2024-10-09,2025-04-26,Churned,Switched Tool
SUB-21893,CUST-11893,Growth,Annual,2923.4,41,2024-10-09,,Active,
SUB-21894,CUST-11894,Growth,Monthly,455.46,5,2024-10-09,,Active,
SUB-21895,CUST-11895,Growth,Monthly,243.14,23,2024-10-09,2025-01-27,Churned,Low Adoption & License Waste
SUB-21896,CUST-11896,Starter,Monthly,635.96,19,2024-10-09,,Active,
SUB-21897,CUST-11897,Scale,Monthly,3784.37,38,2024-10-09,,Active,
SUB-21898,CUST-11898,Growth,Monthly,3025.84,65,2024-10-09,,Active,
SUB-21899,CUST-11899,Starter,Monthly,725.35,13,2024-10-10,2025-06-07,Churned,Support / SLA Frustration
SUB-21900,CUST-11900,Starter,Annual,269.5,18,2024-10-10,2025-05-29,Churned,Low Adoption & License Waste
SUB-21901,CUST-11901,Enterprise Plus,Annual,11969.0,378,2024-10-10,,Active,
SUB-21902,CUST-11902,Starter,Monthly,570.61,21,2024-10-10,2025-01-04,Churned,Support / SLA Frustration
SUB-21903,CUST-11903,Enterprise Plus,Annual,8574.07,185,2024-10-10,,Active,
SUB-21904,CUST-11904,Starter,Monthly,142.6,10,2024-10-10,2025-02-26,Churned,Low Adoption & License Waste
SUB-21905,CUST-11905,Scale,Monthly,1113.31,46,2024-10-10,,Active,
SUB-21906,CUST-11906,Starter,Monthly,383.33,19,2024-10-10,,Active,
SUB-21907,CUST-11907,Growth,Annual,1312.88,34,2024-10-11,,Active,
SUB-21908,CUST-11908,Scale,Annual,2428.56,80,2024-10-11,,Active,
SUB-21909,CUST-11909,Scale,Annual,15734.0,444,2024-10-11,,Active,
SUB-21910,CUST-11910,Growth,Annual,3095.0,47,2024-10-11,,Active,
SUB-21911,CUST-11911,Starter,Monthly,364.03,6,2024-10-11,2024-11-15,Churned,Switched Tool
SUB-21912,CUST-11912,Starter,Monthly,443.66,6,2024-10-11,,Active,
SUB-21913,CUST-11913,Growth,Monthly,1068.48,29,2024-10-11,,Active,
SUB-21914,CUST-11914,Growth,Annual,3610.86,68,2024-10-11,,Active,
SUB-21915,CUST-11915,Starter,Monthly,356.21,7,2024-10-11,,Active,
SUB-21916,CUST-11916,Starter,Monthly,152.68,10,2024-10-11,2025-04-23,Churned,Support / SLA Frustration
SUB-21917,CUST-11917,Starter,Annual,550.14,21,2024-10-11,,Active,
SUB-21918,CUST-11918,Scale,Monthly,3557.71,29,2024-10-11,,Active,
SUB-21919,CUST-11919,Growth,Annual,1980.11,56,2024-10-12,,Active,
SUB-21920,CUST-11920,Starter,Annual,440.79,23,2024-10-12,,Active,
SUB-21921,CUST-11921,Enterprise Plus,Annual,14033.26,216,2024-10-12,,Active,
SUB-21922,CUST-11922,Starter,Monthly,576.0,21,2024-10-12,,Active,
SUB-21923,CUST-11923,Growth,Annual,1800.39,34,2024-10-12,,Active,
SUB-21924,CUST-11924,Growth,Monthly,136.99,18,2024-10-13,,Active,
SUB-21925,CUST-11925,Enterprise Plus,Monthly,15557.43,168,2024-10-13,2025-01-20,Churned,Support / SLA Frustration
SUB-21926,CUST-11926,Growth,Monthly,237.84,18,2024-10-13,,Active,
SUB-21927,CUST-11927,Growth,Annual,2775.11,72,2024-10-13,,Active,
SUB-21928,CUST-11928,Starter,Monthly,489.12,7,2024-10-13,2025-07-26,Churned,Support / SLA Frustration
SUB-21929,CUST-11929,Enterprise Plus,Annual,5888.31,146,2024-10-13,,Active,
SUB-21930,CUST-11930,Starter,Monthly,374.36,10,2024-10-13,,Active,
SUB-21931,CUST-11931,Growth,Annual,296.58,5,2024-10-13,2025-07-08,Churned,Support / SLA Frustration
SUB-21932,CUST-11932,Starter,Monthly,242.74,10,2024-10-14,,Active,
SUB-21933,CUST-11933,Growth,Annual,611.55,18,2024-10-15,2024-11-25,Churned,Support / SLA Frustration
SUB-21934,CUST-11934,Starter,Monthly,399.99,7,2024-10-15,2025-07-14,Churned,Price / Budget Cuts
SUB-21935,CUST-11935,Growth,Monthly,674.55,21,2024-10-15,,Active,
SUB-21936,CUST-11936,Growth,Annual,1321.26,87,2024-10-15,,Active,
SUB-21937,CUST-11937,Growth,Monthly,185.63,7,2024-10-15,2025-09-21,Churned,Support / SLA Frustration
SUB-21938,CUST-11938,Scale,Monthly,1478.48,25,2024-10-15,,Active,
SUB-21939,CUST-11939,Enterprise Plus,Annual,15677.66,296,2024-10-15,,Active,
SUB-21940,CUST-11940,Enterprise Plus,Annual,9164.35,188,2024-10-15,2025-02-12,Churned,Support / SLA Frustration
SUB-21941,CUST-11941,Scale,Monthly,1946.11,49,2024-10-16,2025-01-22,Churned,Support / SLA Frustration
SUB-21942,CUST-11942,Starter,Annual,512.65,15,2024-10-16,,Active,
SUB-21943,CUST-11943,Starter,Monthly,437.46,12,2024-10-16,2025-08-18,Churned,Support / SLA Frustration
SUB-21944,CUST-11944,Starter,Monthly,483.04,6,2024-10-16,2025-02-12,Churned,Competitor Alternative
SUB-21945,CUST-11945,Starter,Monthly,631.17,23,2024-10-16,,Active,
SUB-21946,CUST-11946,Scale,Monthly,1064.11,67,2024-10-16,,Active,
SUB-21947,CUST-11947,Enterprise Plus,Annual,12512.93,459,2024-10-16,,Active,
SUB-21948,CUST-11948,Growth,Annual,2902.87,86,2024-10-17,,Active,
SUB-21949,CUST-11949,Scale,Monthly,3316.32,77,2024-10-17,2024-12-23,Churned,Support / SLA Frustration
SUB-21950,CUST-11950,Scale,Annual,6921.36,194,2024-10-17,,Active,
SUB-21951,CUST-11951,Growth,Annual,1832.79,37,2024-10-17,,Active,
SUB-21952,CUST-11952,Starter,Annual,417.93,20,2024-10-17,,Active,
SUB-21953,CUST-11953,Growth,Monthly,382.37,19,2024-10-18,,Active,
SUB-21954,CUST-11954,Starter,Annual,545.86,17,2024-10-18,,Active,
SUB-21955,CUST-11955,Growth,Monthly,218.84,22,2024-10-18,,Active,
SUB-21956,CUST-11956,Starter,Monthly,607.69,10,2024-10-18,,Active,
SUB-21957,CUST-11957,Growth,Annual,1169.3,43,2024-10-18,,Active,
SUB-21958,CUST-11958,Starter,Monthly,669.37,19,2024-10-19,2025-01-23,Churned,Low Adoption & License Waste
SUB-21959,CUST-11959,Starter,Monthly,549.88,7,2024-10-19,2024-12-28,Churned,Support / SLA Frustration
SUB-21960,CUST-11960,Enterprise Plus,Monthly,9280.41,382,2024-10-19,,Active,
SUB-21961,CUST-11961,Growth,Monthly,962.22,36,2024-10-19,2024-12-28,Churned,Internal Restructuring
SUB-21962,CUST-11962,Growth,Monthly,523.93,14,2024-10-19,2025-02-12,Churned,Support / SLA Frustration
SUB-21963,CUST-11963,Scale,Monthly,3702.8,91,2024-10-20,,Active,
SUB-21964,CUST-11964,Growth,Monthly,481.72,7,2024-10-20,2025-09-30,Churned,Support / SLA Frustration
SUB-21965,CUST-11965,Starter,Monthly,626.09,17,2024-10-20,,Active,
SUB-21966,CUST-11966,Growth,Annual,1848.81,56,2024-10-20,,Active,
SUB-21967,CUST-11967,Growth,Monthly,1215.26,63,2024-10-20,2024-12-17,Churned,Leadership Transition
SUB-21968,CUST-11968,Growth,Monthly,3399.41,57,2024-10-20,2025-03-13,Churned,Leadership Transition
SUB-21969,CUST-11969,Enterprise Plus,Annual,6756.09,322,2024-10-20,,Active,
SUB-21970,CUST-11970,Scale,Annual,17155.44,414,2024-10-20,,Active,
SUB-21971,CUST-11971,Starter,Monthly,163.65,10,2024-10-20,,Active,
SUB-21972,CUST-11972,Growth,Annual,2954.21,81,2024-10-20,,Active,
SUB-21973,CUST-11973,Starter,Monthly,301.55,7,2024-10-20,,Active,
SUB-21974,CUST-11974,Growth,Annual,2740.05,91,2024-10-21,,Active,
SUB-21975,CUST-11975,Starter,Monthly,211.99,22,2024-10-21,,Active,
SUB-21976,CUST-11976,Growth,Annual,1208.75,48,2024-10-21,,Active,
SUB-21977,CUST-11977,Growth,Monthly,3200.77,53,2024-10-21,2025-09-30,Churned,Internal Restructuring
SUB-21978,CUST-11978,Starter,Monthly,638.32,19,2024-10-21,,Active,
SUB-21979,CUST-11979,Starter,Monthly,589.93,7,2024-10-21,,Active,
SUB-21980,CUST-11980,Growth,Monthly,3366.23,55,2024-10-21,2025-07-21,Churned,Competitor Alternative
SUB-21981,CUST-11981,Growth,Annual,382.52,12,2024-10-21,,Active,
SUB-21982,CUST-11982,Scale,Annual,2265.29,39,2024-10-21,,Active,
SUB-21983,CUST-11983,Growth,Monthly,1781.71,85,2024-10-22,,Active,
SUB-21984,CUST-11984,Enterprise Plus,Annual,14711.73,202,2024-10-22,,Active,
SUB-21985,CUST-11985,Scale,Annual,14025.64,257,2024-10-22,2025-10-04,Churned,Support / SLA Frustration
SUB-21986,CUST-11986,Starter,Monthly,580.37,10,2024-10-22,,Active,
SUB-21987,CUST-11987,Growth,Annual,1883.92,64,2024-10-22,2025-09-17,Churned,Support / SLA Frustration
SUB-21988,CUST-11988,Growth,Annual,3152.57,47,2024-10-22,,Active,
SUB-21989,CUST-11989,Starter,Monthly,387.86,9,2024-10-22,2025-09-20,Churned,Switched Tool
SUB-21990,CUST-11990,Starter,Monthly,130.15,5,2024-10-22,2025-04-26,Churned,Low Adoption & License Waste
SUB-21991,CUST-11991,Growth,Annual,2596.62,55,2024-10-23,,Active,
SUB-21992,CUST-11992,Starter,Monthly,453.1,20,2024-10-23,2024-12-27,Churned,Low Adoption & License Waste
SUB-21993,CUST-11993,Enterprise Plus,Monthly,7389.24,430,2024-10-23,,Active,
SUB-21994,CUST-11994,Growth,Monthly,317.7,24,2024-10-23,2025-05-09,Churned,Switched Tool
SUB-21995,CUST-11995,Starter,Monthly,618.85,11,2024-10-24,,Active,
SUB-21996,CUST-11996,Starter,Monthly,476.71,21,2024-10-24,,Active,
SUB-21997,CUST-11997,Enterprise Plus,Annual,8702.86,330,2024-10-24,,Active,
SUB-21998,CUST-11998,Scale,Annual,16076.79,186,2024-10-24,,Active,
SUB-21999,CUST-11999,Scale,Annual,1000.02,33,2024-10-24,,Active,
SUB-22000,CUST-12000,Scale,Annual,2797.02,77,2024-10-25,,Active,
SUB-22001,CUST-12001,Growth,Annual,2070.92,96,2024-10-25,,Active,
SUB-22002,CUST-12002,Starter,Annual,350.32,18,2024-10-25,,Active,
SUB-22003,CUST-12003,Scale,Monthly,3457.09,46,2024-10-25,,Active,
SUB-22004,CUST-12004,Growth,Monthly,3557.96,50,2024-10-26,2025-05-22,Churned,Support / SLA Frustration
SUB-22005,CUST-12005,Starter,Monthly,345.84,14,2024-10-26,2024-12-02,Churned,Support / SLA Frustration
SUB-22006,CUST-12006,Scale,Monthly,1605.95,49,2024-10-26,2025-04-30,Churned,Support / SLA Frustration
SUB-22007,CUST-12007,Starter,Monthly,749.33,20,2024-10-26,2025-02-22,Churned,Switched Tool
SUB-22008,CUST-12008,Enterprise Plus,Annual,13916.09,255,2024-10-26,,Active,
SUB-22009,CUST-12009,Scale,Monthly,2294.41,95,2024-10-26,,Active,
SUB-22010,CUST-12010,Scale,Annual,10032.84,385,2024-10-27,,Active,
SUB-22011,CUST-12011,Enterprise Plus,Annual,8352.07,175,2024-10-27,,Active,
SUB-22012,CUST-12012,Starter,Monthly,270.92,14,2024-10-27,,Active,
SUB-22013,CUST-12013,Scale,Annual,14227.75,232,2024-10-27,2025-09-05,Churned,Support / SLA Frustration
SUB-22014,CUST-12014,Starter,Monthly,179.36,19,2024-10-27,2025-07-24,Churned,Competitor Alternative
SUB-22015,CUST-12015,Growth,Annual,2482.4,41,2024-10-28,,Active,
SUB-22016,CUST-12016,Scale,Annual,1186.09,64,2024-10-28,,Active,
SUB-22017,CUST-12017,Starter,Monthly,283.33,21,2024-10-28,,Active,
SUB-22018,CUST-12018,Enterprise Plus,Annual,14767.17,309,2024-10-28,,Active,
SUB-22019,CUST-12019,Starter,Monthly,175.12,24,2024-10-28,2025-06-14,Churned,Competitor Alternative
SUB-22020,CUST-12020,Starter,Monthly,299.14,18,2024-10-28,,Active,
SUB-22021,CUST-12021,Starter,Monthly,189.81,22,2024-10-29,,Active,
SUB-22022,CUST-12022,Growth,Monthly,162.47,9,2024-10-29,,Active,
SUB-22023,CUST-12023,Enterprise Plus,Annual,6605.08,317,2024-10-29,,Active,
SUB-22024,CUST-12024,Growth,Annual,2569.86,52,2024-10-29,,Active,
SUB-22025,CUST-12025,Growth,Annual,2022.34,80,2024-10-30,,Active,
SUB-22026,CUST-12026,Starter,Monthly,394.99,13,2024-10-30,,Active,
SUB-22027,CUST-12027,Starter,Annual,654.04,11,2024-10-30,2025-08-28,Churned,Support / SLA Frustration
SUB-22028,CUST-12028,Scale,Monthly,2538.47,54,2024-10-30,,Active,
SUB-22029,CUST-12029,Starter,Monthly,549.71,18,2024-10-31,,Active,
SUB-22030,CUST-12030,Growth,Monthly,2969.65,46,2024-10-31,,Active,
SUB-22031,CUST-12031,Starter,Monthly,124.15,21,2024-10-31,2025-09-21,Churned,Price / Budget Cuts
SUB-22032,CUST-12032,Growth,Annual,1875.06,50,2024-10-31,,Active,
SUB-22033,CUST-12033,Starter,Monthly,377.28,8,2024-10-31,,Active,
SUB-22034,CUST-12034,Starter,Annual,186.5,6,2024-10-31,,Active,
SUB-22035,CUST-12035,Growth,Annual,2137.5,38,2024-11-01,,Active,
SUB-22036,CUST-12036,Enterprise Plus,Annual,16856.78,335,2024-11-01,,Active,
SUB-22037,CUST-12037,Growth,Monthly,1793.03,58,2024-11-01,,Active,
SUB-22038,CUST-12038,Growth,Monthly,2308.47,34,2024-11-01,,Active,
SUB-22039,CUST-12039,Growth,Monthly,1587.54,35,2024-11-01,,Active,
SUB-22040,CUST-12040,Starter,Monthly,295.63,10,2024-11-02,,Active,
SUB-22041,CUST-12041,Growth,Annual,508.54,24,2024-11-02,,Active,
SUB-22042,CUST-12042,Growth,Annual,321.54,7,2024-11-02,,Active,
SUB-22043,CUST-12043,Enterprise Plus,Monthly,7672.41,367,2024-11-02,,Active,
SUB-22044,CUST-12044,Growth,Annual,238.24,5,2024-11-02,,Active,
SUB-22045,CUST-12045,Starter,Monthly,688.88,7,2024-11-03,2025-05-30,Churned,Low Adoption & License Waste
SUB-22046,CUST-12046,Scale,Annual,15038.43,344,2024-11-03,,Active,
SUB-22047,CUST-12047,Starter,Monthly,180.61,14,2024-11-03,2025-01-26,Churned,Price / Budget Cuts
